193328,6,2,音楽 (Music)
193329,6,1,死 (Death)
193330,6,3,Soul
193331,6,4,Character
193332,6,5,Yellow
193333,6,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1)] When this attacks, if ""A Lady's Greatest Happiness"" is in the Climax Zone, you may pay cost. If so, all your Characters gain +1000 Power and +1 Soul for the rest of this turn.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]"
193334,6,7,2
193335,6,8,2
193336,6,9,2
193337,6,10,7500
193338,7,2,生徒会 (Student Council)
193339,7,1,死 (Death)
193340,7,3,Soul
193341,7,4,Character
193342,7,5,Yellow
193343,7,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this attacks, choose 1 of your Characters with ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]"". That Character gains +1 Soul for the rest of this turn."
193344,7,7,2
193345,7,8,2
193346,7,9,2
193347,7,10,8000
193348,8,2,生徒会 (Student Council)
193349,8,1,死 (Death)
193350,8,3,None
193351,8,4,Character
193352,8,5,Yellow
193353,8,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1) Discard a card from hand to the Waiting Room, Send this to Memory] When this becomes Reversed while battling, you may pay cost. If so, search your Deck for up to 1 <<Student Council>> Character, reveal it, and put it in your hand. Shuffle your Deck."
193354,8,7,0
193355,8,8,1
193356,8,9,0
193357,8,10,1000
193358,9,2,双子 (Twins)
193359,9,1,死 (Death)
193360,9,3,None
193361,9,4,Character
193362,9,5,Yellow
193363,9,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1)] When this is placed from hand to the Stage, you may pay cost. If so, this gains +2500 Power for the rest of this turn."
193364,9,7,0
193365,9,8,1
193366,9,9,0
193367,9,10,2500
193368,10,2,生徒会 (Student Council)
193369,10,1,死 (Death)
193370,10,3,None
193371,10,4,Character
193372,10,5,Yellow
193373,10,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Discard a card from hand to the Waiting Room, Rest 1 of your Standing Characters] When this is placed to the Stage, you may pay cost. If so, search your Deck for up to 1 ""Kanade, Reason for Fighting"", reveal it, and put it in your hand. Shuffle your Deck."
193374,10,7,0
193375,10,8,1
193376,10,9,1
193377,10,10,4500
193378,11,2,音楽 (Music)
193379,11,1,死 (Death)
193380,11,3,None
193381,11,4,Character
193382,11,5,Yellow
193383,11,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 During your turn, this gains +500 Power for each other Character with ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]"" you have."
193384,11,7,0
193385,11,8,1
193386,11,9,1
193387,11,10,5000
193388,12,2,音楽 (Music)
193389,12,1,死 (Death)
193390,12,3,Soul
193391,12,4,Character
193392,12,5,Yellow
193393,12,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b SUPPORT \b0 All your Level 2 or higher Characters in front of this gain +1000 Power.\line\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b RECOLLECTION \b0 If there are 3 or more cards in your Memory, this gains ""\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b SUPPORT \b0 All your Characters in front of this gain +500 Power."" "
193394,12,7,1
193395,12,8,1
193396,12,9,2
193397,12,10,5500
193398,13,2,None
193399,13,1,死 (Death)
193400,13,3,None
193401,13,4,Character
193402,13,5,Yellow
193403,13,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b BOND \b0/""Kanade in Straw Hat"" [(1)]"
193404,13,7,0
193405,13,8,1
193406,13,9,0
193407,13,10,1000
193408,14,2,音楽 (Music)
193409,14,1,死 (Death)
193410,14,3,None
193411,14,4,Character
193412,14,5,Yellow
193413,14,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1)] When this is placed from hand to the Stage, you may pay cost. If you do, choose 1 of your Opponent's Character whose Level is 0 or lower. Return that Character to the hand, and send this to Memory at the end of your turn. "
193414,14,7,0
193415,14,8,1
193416,14,9,0
193417,14,10,2500
193418,15,2,音楽 (Music)
193419,15,1,死 (Death)
193420,15,3,None
193421,15,4,Character
193422,15,5,Yellow
193423,15,6,--None--
193424,15,7,0
193425,15,8,1
193426,15,9,0
193427,15,10,3000
193428,16,2,音楽 (Music)
193429,16,1,死 (Death)
193430,16,3,None
193431,16,4,Character
193432,16,5,Yellow
193433,16,6,--None--
193434,16,7,0
193435,16,8,1
193436,16,9,1
193437,16,10,5500
193438,17,2,生徒会 (Student Council)
193439,17,1,死 (Death)
193440,17,3,Soul
193441,17,4,Character
193442,17,5,Yellow
193443,17,6,"\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Counter] \b SUPPORT 2000, Level 1 \b0 [(1) Discard this card from hand to the Waiting Room]"
193444,17,7,1
193445,17,8,1
193446,17,9,1
193447,17,10,2000
193448,18,2,生徒会 (Student Council)
193449,18,1,死 (Death)
193450,18,3,Soul
193451,18,4,Character
193452,18,5,Yellow
193453,18,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this attacks, if ""Angel Alight"" is in the Climax Zone, you may choose an Opponent's Character and return it to the hand."
193454,18,7,1
193455,18,8,1
193456,18,9,2
193457,18,10,8000
193458,19,2,None
193459,19,1,死 (Death)
193460,19,3,Soul
193461,19,4,Character
193462,19,5,Yellow
193463,19,6,--None--
193464,19,7,1
193465,19,8,1
193466,19,9,2
193467,19,10,8500
193468,20,2,None
193469,20,1,None
193470,20,3,None
193471,20,4,Event
193472,20,5,Yellow
193473,20,6,[Counter] Choose 1 of your <<Death>> Characters. That Character gains +3500 Power for the rest of this turn.
193474,20,7,1
193475,20,8,0
193476,20,9,1
193477,20,10,0
193478,21,2,None
193479,21,1,None
193480,21,3,None
193481,21,4,Event
193482,21,5,Yellow
193483,21,6,"Search your Deck for up to 3 <<Death>> Characters, reveal them, and put them in your hand. Shuffle your Deck. Discard 2 cards from hand to your Waiting Room."
193484,21,7,2
193485,21,8,0
193486,21,9,1
193487,21,10,0
193488,22,2,None
193489,22,1,None
193490,22,3,None
193491,22,4,Event
193492,22,5,Yellow
193493,22,6,Choose an Opponent's Front Row Character whose Level is 2 or lower. Send it to Memory.
193494,22,7,2
193495,22,8,0
193496,22,9,2
193497,22,10,0
193498,23,2,None
193499,23,1,None
193500,23,3,2 Soul
193501,23,4,Climax
193502,23,5,Yellow
193503,23,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the rest of this turn."
193504,23,7,0
193505,23,8,0
193506,23,9,0
193507,23,10,0
193508,24,2,None
193509,24,1,None
193510,24,3,Flame
193511,24,4,Climax
193512,24,5,Yellow
193513,24,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 All your Characters gain +1000 Power and +1 Soul.
193514,24,7,0
193515,24,8,0
193516,24,9,0
193517,24,10,0
193518,25,2,None
193519,25,1,None
193520,25,3,Wind
193521,25,4,Climax
193522,25,5,Yellow
193523,25,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 All your Characters gain +1000 Power and +1 Soul.
193524,25,7,0
193525,25,8,0
193526,25,9,0
193527,25,10,0
193528,26,2,武器 (Weapon)
193529,26,1,死 (Death)
193530,26,3,None
193531,26,4,Character
193532,26,5,Red
193533,26,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 Character opposite this gains ""\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 This cannot Side Attack"".\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this becomes Reversed, if its Battle Opponent of this is Level 0 or lower, you may Reverse that Character."
193534,26,7,0
193535,26,8,1
193536,26,9,0
193537,26,10,1500
193538,27,2,武器 (Weapon)
193539,27,1,死 (Death)
193540,27,3,None
193541,27,4,Character
193542,27,5,Red
193543,27,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this attacks, if ""Memories While Alive"" is in the Climax Zone, you may choose up to 2 <<Death>> Characters in your Waiting Room and return it to your hand. If so, discard 2 cards from your hand to Waiting Room.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b CHANGE \b0 [(1) Discard a card from hand to Waiting Room, Send this to Memory] At beginning of your Encore Step, if this is Rested, you may pay cost. If so, choose a ""Yuri, Graduating from This World"" in your Waiting Room and put it in the Slot this was in."
193544,27,7,0
193545,27,8,1
193546,27,9,1
193547,27,10,4000
193548,28,2,武器 (Weapon)
193549,28,1,死 (Death)
193550,28,3,None
193551,28,4,Character
193552,28,5,Red
193553,28,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Put a card from hand in Clock] When this is placed from hand to the Stage, you may pay cost. If so, choose a <<Death>> Character in your Waiting Room and return it to your hand."
193554,28,7,0
193555,28,8,1
193556,28,9,1
193557,28,10,5000
193558,29,2,武器 (Weapon)
193559,29,1,死 (Death)
193560,29,3,Soul
193561,29,4,Character
193562,29,5,Red
193563,29,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(2)] When you use the \b SUPPORT \b0 on this, you may pay cost. If so, return all cards in your Waiting Room to your Deck. Shuffle your Deck.\line\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Counter] \b SUPPORT 2500, Level 2 \b0 [(1) Discard this card from hand to the Waiting Room]"
193564,29,7,1
193565,29,8,1
193566,29,9,2
193567,29,10,2500
193568,30,2,武器 (Weapon)
193569,30,1,死 (Death)
193570,30,3,Soul
193571,30,4,Character
193572,30,5,Red
193573,30,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 If you have 2 or more other <<Death>> Characters, this gains ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]"".\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(2)] When ""Afterlife Battlefront"" is placed to your Climax Zone, if this is in the Front Row, you may pay cost. If so, search your Deck for up to 1 Level 2 or lower <<Death>> Character and put it in a vacant Slot on the Stage. Shuffle your Deck."
193574,30,7,2
193575,30,8,2
193576,30,9,2
193577,30,10,8000
193578,31,2,武器 (Weapon)
193579,31,1,死 (Death)
193580,31,3,Soul
193581,31,4,Character
193582,31,5,Red
193583,31,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Return 2 Characters from your Waiting Room to the Deck. Shuffle your Deck] When this attacks, you may pay cost. If so, this gains +2000 Power for the rest of this turn.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1)] When this attacks, if ""Returned Feelings"" is in the Climax Zone, you may pay cost. If so, deal 1 damage to your Opponnet. (Damage Cancel can occur)"
193584,31,7,2
193585,31,8,2
193586,31,9,2
193587,31,10,8000
193588,32,2,武器 (Weapon)
193589,32,1,死 (Death)
193590,32,3,Soul
193591,32,4,Character
193592,32,5,Red
193593,32,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 Character opposite this gets -1 Soul.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(4)] When this attacks, you may pay cost. If so, choose up to 4 of your other Characters and put them in the Waiting Room. Deal X damage to Opponent, where X = # of Characters put in the Waiting Room with this effect. (Damage Cancel can occur)"
193594,32,7,2
193595,32,8,2
193596,32,9,3
193597,32,10,10000
193598,33,2,None
193599,33,1,死 (Death)
193600,33,3,None
193601,33,4,Character
193602,33,5,Red
193603,33,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Return 2 Characters from your Waiting Room to the Deck. Shuffle your Deck] When this attacks, you may pay cost. If so, this gains +2000 Power for the rest of this turn."
193604,33,7,0
193605,33,8,1
193606,33,9,0
193607,33,10,2500
193608,34,2,None
193609,34,1,死 (Death)
193610,34,3,None
193611,34,4,Character
193612,34,5,Red
193613,34,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b SUPPORT \b0 All your <<Death>> Characters in front of this gain +1 Level and +500 Power.
193614,34,7,0
193615,34,8,1
193616,34,9,1
193617,34,10,4000
193618,35,2,スポーツ (Sports)
193619,35,1,死 (Death)
193620,35,3,None
193621,35,4,Character
193622,35,5,Red
193623,35,6,\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]
193624,35,7,0
193625,35,8,1
193626,35,9,1
193627,35,10,5000
193628,36,2,武器 (Weapon)
193629,36,1,死 (Death)
193630,36,3,Soul
193631,36,4,Character
193632,36,5,Red
193633,36,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 All your other Characters with ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]"" gain +1000 Power.\line\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(2)] When this is placed from hand to the Stage, you may pay cost. If so, choose a Character in your Waiting Room and return it to your hand."
193634,36,7,2
193635,36,8,1
193636,36,9,1
193637,36,10,3000
193638,37,2,武器 (Weapon)
193639,37,1,死 (Death)
193640,37,3,Soul
193641,37,4,Character
193642,37,5,Red
193643,37,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b RECOLLECTION \b0 If there are 2 or more cards in your Memory, this gains ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When the Battle Opponent of this becomes Reversed, you may choose a Character in your Waiting Room and return it to your hand. If so, discard a card from your hand to the Waiting Room""."
193644,37,7,1
193645,37,8,1
193646,37,9,2
193647,37,10,7500
193648,38,2,武器 (Weapon)
193649,38,1,死 (Death)
193650,38,3,None
193651,38,4,Character
193652,38,5,Red
193653,38,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b BOND \b0/""Otonashi, Seeking the Past"" [(1)]"
193654,38,7,0
193655,38,8,1
193656,38,9,0
193657,38,10,1000
193658,39,2,None
193659,39,1,死 (Death)
193660,39,3,None
193661,39,4,Character
193662,39,5,Red
193663,39,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b SUPPORT \b0 All your Characters in front of this gain +500 Power.
193664,39,7,0
193665,39,8,1
193666,39,9,0
193667,39,10,1000
193668,40,2,メガネ (Glasses)
193669,40,1,死 (Death)
193670,40,3,None
193671,40,4,Character
193672,40,5,Red
193673,40,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(2)] When this is placed from the Stage to the Waiting Room, you may pay cost. If so, choose a <<Death>> Character in your Waiting Room and return it to your hand."
193674,40,7,0
193675,40,8,1
193676,40,9,0
193677,40,10,2500
193678,41,2,スポーツ (Sports)
193679,41,1,死 (Death)
193680,41,3,None
193681,41,4,Character
193682,41,5,Red
193683,41,6,\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1)] Choose 1 of your <<Death>> Characters. That Character gains +1500 Power for the rest of this turn.
193684,41,7,0
193685,41,8,1
193686,41,9,0
193687,41,10,2500
193688,42,2,武器 (Weapon)
193689,42,1,死 (Death)
193690,42,3,None
193691,42,4,Character
193692,42,5,Red
193693,42,6,--None--
193694,42,7,0
193695,42,8,1
193696,42,9,0
193697,42,10,3000
193698,43,2,None
193699,43,1,死 (Death)
193700,43,3,None
193701,43,4,Character
193702,43,5,Red
193703,43,6,--None--
193704,43,7,1
193705,43,8,1
193706,43,9,1
193707,43,10,7000
193708,44,2,スポーツ (Sports)
193709,44,1,死 (Death)
193710,44,3,Soul
193711,44,4,Character
193712,44,5,Red
193713,44,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ALARM \b0 If this is on top of your Clock, and your Level is 2 or higher, all your Characters with ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b ENCORE \b0 [Discard a Character card from hand to the Waiting Room]"" gains ""\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this becomes Reversed, if Level of the Battle Opponent is equal to or lower than Level of this, you may Reverse that Character""."
193714,44,7,1
193715,44,8,1
193716,44,9,2
193717,44,10,6000
193718,45,2,None
193719,45,1,None
193720,45,3,None
193721,45,4,Event
193722,45,5,Red
193723,45,6,"Choose 1 of your Characters and put it in the Waiting Room. If so, choose an Opponent's Level 2 or lower Character and put it in the Waiting Room."
193724,45,7,1
193725,45,8,0
193726,45,9,2
193727,45,10,0
193728,46,2,None
193729,46,1,None
193730,46,3,None
193731,46,4,Event
193732,46,5,Red
193733,46,6,"\b CONCENTRATION \b0 Reveal the top 3 cards of your Deck and put them in the Waiting Room. Choose a Level X or lower <<Death>> Character in your Waiting Room and return it to your hand, where X = # of <<Death>> Characters revealed this way."
193734,46,7,0
193735,46,8,0
193736,46,9,1
193737,46,10,0
193738,47,2,None
193739,47,1,None
193740,47,3,None
193741,47,4,Event
193742,47,5,Red
193743,47,6,You cannot play this from hand if you have 3 or fewer <<Death>> Characters.\lineChoose a card in your Opponent's Waiting Room and send it to Memory. Send this to Memory.
193744,47,7,2
193745,47,8,0
193746,47,9,1
193747,47,10,0
193748,48,2,None
193749,48,1,None
193750,48,3,Gate
193751,48,4,Climax
193752,48,5,Red
193753,48,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 All your Characters gain +1000 Power and +1 Soul.
193754,48,7,0
193755,48,8,0
193756,48,9,0
193757,48,10,0
193758,49,2,None
193759,49,1,None
193760,49,3,2 Soul
193761,49,4,Climax
193762,49,5,Red
193763,49,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Climax Zone, put the top card of your Deck to your Bag, and all your Characters gain +1 Soul for the rest of this turn."
193764,49,7,0
193765,49,8,0
193766,49,9,0
193767,49,10,0
193768,50,2,None
193769,50,1,None
193770,50,3,2 Soul
193771,50,4,Climax
193772,50,5,Red
193773,50,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When this is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the rest of this turn."
193774,50,7,0
193775,50,8,0
193776,50,9,0
193777,50,10,0
193778,51,2,生徒会 (Student Council)
193779,51,1,死 (Death)
193780,51,3,None
193781,51,4,Character
193782,51,5,Yellow
193783,51,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b RECOLLECTION \b0 During your turn, if there are cards in your Memory, this gains +1500 Power."
193784,51,7,0
193785,51,8,1
193786,51,9,1
193787,51,10,5000
193788,52,2,生徒会 (Student Council)
193789,52,1,死 (Death)
193790,52,3,None
193791,52,4,Character
193792,52,5,Yellow
193793,52,6,--None--
193794,52,7,1
193795,52,8,1
193796,52,9,1
193797,52,10,7000
193798,53,2,音楽 (Music)
193799,53,1,死 (Death)
193800,53,3,None
193801,53,4,Character
193802,53,5,Yellow
193803,53,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 This gains +1000 Power during your turn.
193804,53,7,0
193805,53,8,1
193806,53,9,0
193807,53,10,2500
193808,54,2,武器 (Weapon)
193809,54,1,死 (Death)
193810,54,3,None
193811,54,4,Character
193812,54,5,Red
193813,54,6,\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Rest 1 of your <<Death>> Characters] This gains +1500 Power for the rest of this turn.
193814,54,7,0
193815,54,8,1
193816,54,9,1
193817,54,10,4500
193818,55,2,武器 (Weapon)
193819,55,1,死 (Death)
193820,55,3,None
193821,55,4,Character
193822,55,5,Red
193823,55,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 When another Character of yours becomes Reversed in Battle, this gains +1000 Power for the rest of this turn. "
193824,55,7,0
193825,55,8,1
193826,55,9,0
193827,55,10,2500
193828,56,2,生徒会 (Student Council)
193829,56,1,死 (Death)
193830,56,3,None
193831,56,4,Character
193832,56,5,Yellow
193833,56,6,--None--
193834,56,7,0
193835,56,8,1
193836,56,9,1
193837,56,10,5500
193838,57,2,武器 (Weapon)
193839,57,1,死 (Death)
193840,57,3,None
193841,57,4,Character
193842,57,5,Red
193843,57,6,\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1)] Choose a Level 0 or lower Character in your Opponent's Front Row and put it in the Waiting Room.
193844,57,7,1
193845,57,8,1
193846,57,9,1
193847,57,10,6500
193848,58,2,生徒会 (Student Council)
193849,58,1,死 (Death)
193850,58,3,Soul
193851,58,4,Character
193852,58,5,Yellow
193853,58,6,"\b \b \b \b \b \b \b \b [A] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [(1)] When this is placed from hand to the Stage, you may pay cost. If so, this gains +2500 Power for the rest of this turn. "
193854,58,7,2
193855,58,8,2
193856,58,9,2
193857,58,10,8500
193858,59,2,生徒会 (Student Council)
193859,59,1,死 (Death)
193860,59,3,None
193861,59,4,Character
193862,59,5,Yellow
193863,59,6,\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 SUPPORT All your Characters in front of this gain +500 Power. \b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Rest 2 of your Characters] Choose 1 of your Characters. That Character gains +1 Level for the rest of this turn.
193864,59,7,0
193865,59,8,0
193866,59,9,0
193867,59,10,500
193868,60,2,メガネ (Glasses)
193869,60,1,死 (Death)
193870,60,3,None
193871,60,4,Character
193872,60,5,Yellow
193873,60,6,--None--
193874,60,7,0
193875,60,8,1
193876,60,9,0
193877,60,10,3000
193878,61,2,武器 (Weapon)
193879,61,1,死 (Death)
193880,61,3,None
193881,61,4,Character
193882,61,5,Red
193883,61,6,--None--
193884,61,7,0
193885,61,8,1
193886,61,9,0
193887,61,10,3000
193888,62,2,武器 (Weapon)
193889,62,1,死 (Death)
193890,62,3,Soul
193891,62,4,Character
193892,62,5,Red
193893,62,6,"\b \b \b \b \b \b \b \b [S] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 [Counter] \b SUPPORT 3000, Level 2 \b0 [(1) Discard this card from hand to the Waiting Room]"
193894,62,7,1
193895,62,8,1
193896,62,9,2
193897,62,10,2500
193898,63,2,生徒会 (Student Council)
193899,63,1,死 (Death)
193900,63,3,Soul
193901,63,4,Character
193902,63,5,Yellow
193903,63,6,"\b \b \b \b \b \b \b \b [C] \b0 \b0 \b0 \b0 \b0 \b0 \b0 \b0 During your turn, this gains +1000 Power."
193904,63,7,2
193905,63,8,1
193906,63,9,2
193907,63,10,8500
193908,64,2,音楽 (Music)
193909,64,1,死 (Death)
193910,64,3,Soul
193911,64,4,Character
193912,64,5,Yellow
